State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Tamil Nadu,NAMAKKAL,2008,Whole Year,Castor seed,5842,16468
Tamil Nadu,NAMAKKAL,2008,Summer,Rice,16102,65338
Tamil Nadu,NAMAKKAL,2008,Summer,Groundnut,46022,70996
Tamil Nadu,NAMAKKAL,2008,Summer,Sesamum,15682,37118
Tamil Nadu,NAMAKKAL,2008,Summer,Sunflower,10079,12300
Tamil Nadu,NAMAKKAL,2008,Summer,Black gram,10736,21224
Tamil Nadu,NAMAKKAL,2009,Kharif,Rice,109477,392035
Tamil Nadu,NAMAKKAL,2009,Kharif,Maize,8112,37592
Tamil Nadu,NAMAKKAL,2009,Kharif,Groundnut,3196,6631
Tamil Nadu,NAMAKKAL,2009,Kharif,Jowar,15273,37673
Tamil Nadu,NAMAKKAL,2009,Kharif,Bajra,9523,22902
Tamil Nadu,NAMAKKAL,2009,Kharif,Ragi,4284,6018
Tamil Nadu,NAMAKKAL,2009,Kharif,Moong(Green Gram),34836,39488
Tamil Nadu,NAMAKKAL,2009,Kharif,Urad,10027,8445
Tamil Nadu,NAMAKKAL,2009,Kharif,Cotton(lint),16020,9210
Tamil Nadu,NAMAKKAL,2009,Kharif,Sunflower,5863,20361
Tamil Nadu,NAMAKKAL,2009,Rabi,Rice,7543,36690
Tamil Nadu,NAMAKKAL,2009,Rabi,Gram,8388,7187
Tamil Nadu,NAMAKKAL,2009,Rabi,Groundnut,9097,14146
Tamil Nadu,NAMAKKAL,2009,Rabi,Maize,36038,114480
Tamil Nadu,NAMAKKAL,2009,Rabi,Bajra,12584,11653
Tamil Nadu,NAMAKKAL,2009,Rabi,Jowar,7453,11907
Tamil Nadu,NAMAKKAL,2009,Rabi,Moong(Green Gram),5257,4497
Tamil Nadu,NAMAKKAL,2009,Rabi,Urad,35062,23445
Tamil Nadu,NAMAKKAL,2009,Rabi,Cotton(lint),16381,11060
Tamil Nadu,NAMAKKAL,2009,Rabi,Ragi,13085,23162
Tamil Nadu,NAMAKKAL,2009,Whole Year,Sugarcane,23213,2179806
Tamil Nadu,NAMAKKAL,2009,Whole Year,Banana,2422,75529
Tamil Nadu,NAMAKKAL,2009,Whole Year,Tapioca,7723,6976
Tamil Nadu,NAMAKKAL,2009,Whole Year,Coconut,7716,10081
Tamil Nadu,NAMAKKAL,2009,Whole Year,Cashewnut,16970,21250
Tamil Nadu,NAMAKKAL,2009,Whole Year,Turmeric,12818,25606
Tamil Nadu,NAMAKKAL,2009,Whole Year,Onion,11223,37426
Tamil Nadu,NAMAKKAL,2009,Whole Year,Dry chillies,18425,38666
Tamil Nadu,NAMAKKAL,2009,Whole Year,Coriander,12621,39453
Tamil Nadu,NAMAKKAL,2009,Whole Year,Castor seed,15696,37512
Tamil Nadu,NAMAKKAL,2009,Summer,Rice,78880,326936
Tamil Nadu,NAMAKKAL,2009,Summer,Groundnut,40072,102026
Tamil Nadu,NAMAKKAL,2009,Summer,Sesamum,645,1819
Tamil Nadu,NAMAKKAL,2009,Summer,Sunflower,16553,32275
Tamil Nadu,NAMAKKAL,2009,Summer,Black gram,12297,43253
Tamil Nadu,NAMAKKAL,2010,Kharif,Rice,80758,335327
Tamil Nadu,NAMAKKAL,2010,Kharif,Maize,29922,115133
Tamil Nadu,NAMAKKAL,2010,Kharif,Groundnut,27066,44142
Tamil Nadu,NAMAKKAL,2010,Kharif,Jowar,10390,26336
Tamil Nadu,NAMAKKAL,2010,Kharif,Bajra,9064,27306
Tamil Nadu,NAMAKKAL,2010,Kharif,Ragi,13171,24366
Tamil Nadu,NAMAKKAL,2010,Kharif,Moong(Green Gram),17814,13977
Tamil Nadu,NAMAKKAL,2010,Kharif,Urad,34027,24229
Tamil Nadu,NAMAKKAL,2010,Kharif,Cotton(lint),20836,40852
Tamil Nadu,NAMAKKAL,2010,Kharif,Sunflower,7639,19828
Tamil Nadu,NAMAKKAL,2010,Rabi,Rice,119235,440368
Tamil Nadu,NAMAKKAL,2010,Rabi,Gram,23322,29114
Tamil Nadu,NAMAKKAL,2010,Rabi,Groundnut,11256,34208
Tamil Nadu,NAMAKKAL,2010,Rabi,Maize,35549,121192
Tamil Nadu,NAMAKKAL,2010,Rabi,Bajra,18334,18963
Tamil Nadu,NAMAKKAL,2010,Rabi,Jowar,11260,32745
Tamil Nadu,NAMAKKAL,2010,Rabi,Moong(Green Gram),33905,21135
Tamil Nadu,NAMAKKAL,2010,Rabi,Urad,26576,16249
Tamil Nadu,NAMAKKAL,2010,Rabi,Cotton(lint),17042,21971
Tamil Nadu,NAMAKKAL,2010,Rabi,Ragi,4745,13220
Tamil Nadu,NAMAKKAL,2010,Whole Year,Sugarcane,16978,1414998
Tamil Nadu,NAMAKKAL,2010,Whole Year,Banana,5307,196618
Tamil Nadu,NAMAKKAL,2010,Whole Year,Tapioca,11795,38160
Tamil Nadu,NAMAKKAL,2010,Whole Year,Coconut,10999,31039
Tamil Nadu,NAMAKKAL,2010,Whole Year,Cashewnut,17239,16540
Tamil Nadu,NAMAKKAL,2010,Whole Year,Turmeric,16548,27003
Tamil Nadu,NAMAKKAL,2010,Whole Year,Onion,3503,6356
Tamil Nadu,NAMAKKAL,2010,Whole Year,Dry chillies,8725,8069
Tamil Nadu,NAMAKKAL,2010,Whole Year,Coriander,11732,13995
Tamil Nadu,NAMAKKAL,2010,Whole Year,Castor seed,4590,5327
Tamil Nadu,NAMAKKAL,2010,Summer,Rice,140807,644158
Tamil Nadu,NAMAKKAL,2010,Summer,Groundnut,40931,125796
Tamil Nadu,NAMAKKAL,2010,Summer,Sesamum,5199,12574
Tamil Nadu,NAMAKKAL,2010,Summer,Sunflower,18811,41596
Tamil Nadu,NAMAKKAL,2010,Summer,Black gram,14066,24491
Tamil Nadu,NAMAKKAL,2011,Kharif,Rice,5966,22535
Tamil Nadu,NAMAKKAL,2011,Kharif,Maize,10517,32649
Tamil Nadu,NAMAKKAL,2011,Kharif,Groundnut,21123,45647
Tamil Nadu,NAMAKKAL,2011,Kharif,Jowar,7853,18604
Tamil Nadu,NAMAKKAL,2011,Kharif,Bajra,5097,5475
Tamil Nadu,NAMAKKAL,2011,Kharif,Ragi,13188,37167
Tamil Nadu,NAMAKKAL,2011,Kharif,Moong(Green Gram),8634,8081
Tamil Nadu,NAMAKKAL,2011,Kharif,Urad,9271,5896
Tamil Nadu,NAMAKKAL,2011,Kharif,Cotton(lint),28449,39377
Tamil Nadu,NAMAKKAL,2011,Kharif,Sunflower,2736,8366
Tamil Nadu,NAMAKKAL,2011,Rabi,Rice,152605,505803
Tamil Nadu,NAMAKKAL,2011,Rabi,Gram,27493,13447
Tamil Nadu,NAMAKKAL,2011,Rabi,Groundnut,13293,44909
Tamil Nadu,NAMAKKAL,2011,Rabi,Maize,5991,33545
Tamil Nadu,NAMAKKAL,2011,Rabi,Bajra,16515,29814
Tamil Nadu,NAMAKKAL,2011,Rabi,Jowar,3582,11574
Tamil Nadu,NAMAKKAL,2011,Rabi,Moong(Green Gram),26907,20502
Tamil Nadu,NAMAKKAL,2011,Rabi,Urad,4455,4902
Tamil Nadu,NAMAKKAL,2011,Rabi,Cotton(lint),12032,11696
Tamil Nadu,NAMAKKAL,2011,Rabi,Ragi,13231,16642
Tamil Nadu,NAMAKKAL,2011,Whole Year,Sugarcane,21870,2825342
Tamil Nadu,NAMAKKAL,2011,Whole Year,Banana,2399,77091
Tamil Nadu,NAMAKKAL,2011,Whole Year,Tapioca,17103,68417
Tamil Nadu,NAMAKKAL,2011,Whole Year,Coconut,4121,14205
Tamil Nadu,NAMAKKAL,2011,Whole Year,Cashewnut,6281,13439
Tamil Nadu,NAMAKKAL,2011,Whole Year,Turmeric,8288,8023
Tamil Nadu,NAMAKKAL,2011,Whole Year,Onion,15844,58115
Tamil Nadu,NAMAKKAL,2011,Whole Year,Dry chillies,10576,39588
Tamil Nadu,NAMAKKAL,2011,Whole Year,Coriander,14047,38033
Tamil Nadu,NAMAKKAL,2011,Whole Year,Castor seed,16914,57584
Tamil Nadu,NAMAKKAL,2011,Summer,Rice,83585,259247
Tamil Nadu,NAMAKKAL,2011,Summer,Groundnut,13516,18281
Tamil Nadu,NAMAKKAL,2011,Summer,Sesamum,13163,47934
Tamil Nadu,NAMAKKAL,2011,Summer,Sunflower,19209,17846
Tamil Nadu,NAMAKKAL,2011,Summer,Black gram,7633,13511
Tamil Nadu,NAMAKKAL,2012,Kharif,Rice,77308,220001
Tamil Nadu,NAMAKKAL,2012,Kharif,Maize,49913,240187
Tamil Nadu,NAMAKKAL,2012,Kharif,Groundnut,37405,81362
Tamil Nadu,NAMAKKAL,2012,Kharif,Jowar,1540,2472
Tamil Nadu,NAMAKKAL,2012,Kharif,Bajra,4388,7368
Tamil Nadu,NAMAKKAL,2012,Kharif,Ragi,14902,11884
Tamil Nadu,NAMAKKAL,2012,Kharif,Moong(Green Gram),7146,5750
Tamil Nadu,NAMAKKAL,2012,Kharif,Urad,33297,11387
Tamil Nadu,NAMAKKAL,2012,Kharif,Cotton(lint),13018,19724
Tamil Nadu,NAMAKKAL,2012,Kharif,Sunflower,788,517
Tamil Nadu,NAMAKKAL,2012,Rabi,Rice,87324,312926
Tamil Nadu,NAMAKKAL,2012,Rabi,Gram,39844,32893
Tamil Nadu,NAMAKKAL,2012,Rabi,Groundnut,15833,18286
Tamil Nadu,NAMAKKAL,2012,Rabi,Maize,12213,63640
Tamil Nadu,NAMAKKAL,2012,Rabi,Bajra,12255,27111
Tamil Nadu,NAMAKKAL,2012,Rabi,Jowar,13597,36996
Tamil Nadu,NAMAKKAL,2012,Rabi,Moong(Green Gram),14163,7354
Tamil Nadu,NAMAKKAL,2012,Rabi,Urad,24329,10970
Tamil Nadu,NAMAKKAL,2012,Rabi,Cotton(lint),23894,22798
Tamil Nadu,NAMAKKAL,2012,Rabi,Ragi,6123,11402
Tamil Nadu,NAMAKKAL,2012,Whole Year,Sugarcane,31447,2088740
Tamil Nadu,NAMAKKAL,2012,Whole Year,Banana,12011,388980
Tamil Nadu,NAMAKKAL,2012,Whole Year,Tapioca,3171,9131
Tamil Nadu,NAMAKKAL,2012,Whole Year,Coconut,17032,25435
Tamil Nadu,NAMAKKAL,2012,Whole Year,Cashewnut,13915,22833
Tamil Nadu,NAMAKKAL,2012,Whole Year,Turmeric,16171,15472
Tamil Nadu,NAMAKKAL,2012,Whole Year,Onion,18296,41780
Tamil Nadu,NAMAKKAL,2012,Whole Year,Dry chillies,3455,2589
Tamil Nadu,NAMAKKAL,2012,Whole Year,Coriander,4681,9420
Tamil Nadu,NAMAKKAL,2012,Whole Year,Castor seed,3240,3483
Tamil Nadu,NAMAKKAL,2012,Summer,Rice,41713,150337
Tamil Nadu,NAMAKKAL,2012,Summer,Groundnut,48304,63239
Tamil Nadu,NAMAKKAL,2012,Summer,Sesamum,11317,5888
Tamil Nadu,NAMAKKAL,2012,Summer,Sunflower,8872,20698
Tamil Nadu,NAMAKKAL,2012,Summer,Black gram,389,936
Tamil Nadu,NAMAKKAL,2013,Kharif,Rice,75404,338939
Tamil Nadu,NAMAKKAL,2013,Kharif,Maize,38509,242122
Tamil Nadu,NAMAKKAL,2013,Kharif,Groundnut,27240,61440
Tamil Nadu,NAMAKKAL,2013,Kharif,Jowar,6317,5754
Tamil Nadu,NAMAKKAL,2013,Kharif,Bajra,10922,41988
Tamil Nadu,NAMAKKAL,2013,Kharif,Ragi,13733,14284
Tamil Nadu,NAMAKKAL,2013,Kharif,Moong(Green Gram),22171,23850
Tamil Nadu,NAMAKKAL,2013,Kharif,Urad,34340,28251
Tamil Nadu,NAMAKKAL,2013,Kharif,Cotton(lint),29146,13633
Tamil Nadu,NAMAKKAL,2013,Kharif,Sunflower,11424,14157
Tamil Nadu,NAMAKKAL,2013,Rabi,Rice,80399,381255
Tamil Nadu,NAMAKKAL,2013,Rabi,Gram,3607,2411
Tamil Nadu,NAMAKKAL,2013,Rabi,Groundnut,25413,55578
Tamil Nadu,NAMAKKAL,2013,Rabi,Maize,32447,232334
Tamil Nadu,NAMAKKAL,2013,Rabi,Bajra,10525,33391
Tamil Nadu,NAMAKKAL,2013,Rabi,Jowar,14136,11384
Tamil Nadu,NAMAKKAL,2013,Rabi,Moong(Green Gram),14370,16009
Tamil Nadu,NAMAKKAL,2013,Rabi,Urad,9485,9667
Tamil Nadu,NAMAKKAL,2013,Rabi,Cotton(lint),19899,18808
Tamil Nadu,NAMAKKAL,2013,Rabi,Ragi,2037,4508
Tamil Nadu,NAMAKKAL,2013,Whole Year,Sugarcane,26662,3038995
Tamil Nadu,NAMAKKAL,2013,Whole Year,Banana,11175,539215
Tamil Nadu,NAMAKKAL,2013,Whole Year,Tapioca,7800,22719
Tamil Nadu,NAMAKKAL,2013,Whole Year,Coconut,11219,26576
Tamil Nadu,NAMAKKAL,2013,Whole Year,Cashewnut,9079,20257
Tamil Nadu,NAMAKKAL,2013,Whole Year,Turmeric,4077,5860
Tamil Nadu,NAMAKKAL,2013,Whole Year,Onion,18829,13244
Tamil Nadu,NAMAKKAL,2013,Whole Year,Dry chillies,316,416
Tamil Nadu,NAMAKKAL,2013,Whole Year,Coriander,10931,29612
Tamil Nadu,NAMAKKAL,2013,Whole Year,Castor seed,3613,7069
Tamil Nadu,NAMAKKAL,2013,Summer,Rice,92060,422020
Tamil Nadu,NAMAKKAL,2013,Summer,Groundnut,29943,50945
Tamil Nadu,NAMAKKAL,2013,Summer,Sesamum,12843,24729
Tamil Nadu,NAMAKKAL,2013,Summer,Sunflower,7407,20618
Tamil Nadu,NAMAKKAL,2013,Summer,Black gram,7238,16193
Tamil Nadu,PERAMBALUR,1997,Kharif,Rice,27280,95125
Tamil Nadu,PERAMBALUR,1997,Kharif,Maize,28368,167668
Tamil Nadu,PERAMBALUR,1997,Kharif,Groundnut,4101,5192
Tamil Nadu,PERAMBALUR,1997,Kharif,Jowar,3241,9832
Tamil Nadu,PERAMBALUR,1997,Kharif,Bajra,2426,2976
Tamil Nadu,PERAMBALUR,1997,Kharif,Ragi,16818,58602
Tamil Nadu,PERAMBALUR,1997,Kharif,Moong(Green Gram),12587,10416
Tamil Nadu,PERAMBALUR,1997,Kharif,Urad,31488,13534
Tamil Nadu,PERAMBALUR,1997,Kharif,Cotton(lint),14181,22856
Tamil Nadu,PERAMBALUR,1997,Kharif,Sunflower,3518,12215
Tamil Nadu,PERAMBALUR,1997,Rabi,Rice,119548,481588
Tamil Nadu,PERAMBALUR,1997,Rabi,Gram,20550,16924
Tamil Nadu,PERAMBALUR,1997,Rabi,Groundnut,9150,18745
Tamil Nadu,PERAMBALUR,1997,Rabi,Maize,25473,148528
Tamil Nadu,PERAMBALUR,1997,Rabi,Bajra,264,370
Tamil Nadu,PERAMBALUR,1997,Rabi,Jowar,1836,1629
Tamil Nadu,PERAMBALUR,1997,Rabi,Moong(Green Gram),20132,16063
Tamil Nadu,PERAMBALUR,1997,Rabi,Urad,1252,1530
Tamil Nadu,PERAMBALUR,1997,Rabi,Cotton(lint),7015,9172
Tamil Nadu,PERAMBALUR,1997,Rabi,Ragi,13027,19814
Tamil Nadu,PERAMBALUR,1997,Whole Year,Sugarcane,33998,3050431
Tamil Nadu,PERAMBALUR,1997,Whole Year,Banana,5175,168606
Tamil Nadu,PERAMBALUR,1997,Whole Year,Tapioca,6628,18828
Tamil Nadu,PERAMBALUR,1997,Whole Year,Coconut,6972,17887
Tamil Nadu,PERAMBALUR,1997,Whole Year,Cashewnut,6964,8739
Tamil Nadu,PERAMBALUR,1997,Whole Year,Turmeric,10501,20648
Tamil Nadu,PERAMBALUR,1997,Whole Year,Onion,3528,2789
Tamil Nadu,PERAMBALUR,1997,Whole Year,Dry chillies,3801,8292
Tamil Nadu,PERAMBALUR,1997,Whole Year,Coriander,8052,23170
Tamil Nadu,PERAMBALUR,1997,Whole Year,Castor seed,20147,16839
Tamil Nadu,PERAMBALUR,1997,Summer,Rice,23500,85785
Tamil Nadu,PERAMBALUR,1997,Summer,Groundnut,3648,8559
Tamil Nadu,PERAMBALUR,1997,Summer,Sesamum,3509,6054
Tamil Nadu,PERAMBALUR,1997,Summer,Sunflower,3672,9046
Tamil Nadu,PERAMBALUR,1997,Summer,Black gram,10780,19373
Tamil Nadu,PERAMBALUR,1998,Kharif,Rice,125838,565410
Tamil Nadu,PERAMBALUR,1998,Kharif,Maize,36264,161421
Tamil Nadu,PERAMBALUR,1998,Kharif,Groundnut,24867,52817
Tamil Nadu,PERAMBALUR,1998,Kharif,Jowar,11220,27056
Tamil Nadu,PERAMBALUR,1998,Kharif,Bajra,12855,21209
Tamil Nadu,PERAMBALUR,1998,Kharif,Ragi,3794,8028
Tamil Nadu,PERAMBALUR,1998,Kharif,Moong(Green Gram),13505,5312
Tamil Nadu,PERAMBALUR,1998,Kharif,Urad,20319,20101
Tamil Nadu,PERAMBALUR,1998,Kharif,Cotton(lint),20066,31323
Tamil Nadu,PERAMBALUR,1998,Kharif,Sunflower,3328,3306
Tamil Nadu,PERAMBALUR,1998,Rabi,Rice,101695,523144
Tamil Nadu,PERAMBALUR,1998,Rabi,Gram,8685,4183
Tamil Nadu,PERAMBALUR,1998,Rabi,Groundnut,20484,47258
Tamil Nadu,PERAMBALUR,1998,Rabi,Maize,14956,83239
Tamil Nadu,PERAMBALUR,1998,Rabi,Bajra,703,1911
Tamil Nadu,PERAMBALUR,1998,Rabi,Jowar,4332,5954
Tamil Nadu,PERAMBALUR,1998,Rabi,Moong(Green Gram),11975,10395
Tamil Nadu,PERAMBALUR,1998,Rabi,Urad,16424,12987
Tamil Nadu,PERAMBALUR,1998,Rabi,Cotton(lint),7724,3867
Tamil Nadu,PERAMBALUR,1998,Rabi,Ragi,3042,5068
Tamil Nadu,PERAMBALUR,1998,Whole Year,Sugarcane,11423,1152748
Tamil Nadu,PERAMBALUR,1998,Whole Year,Banana,9368,304381
Tamil Nadu,PERAMBALUR,1998,Whole Year,Tapioca,11463,9472
Tamil Nadu,PERAMBALUR,1998,Whole Year,Coconut,19492,55930
Tamil Nadu,PERAMBALUR,1998,Whole Year,Cashewnut,6259,16620
Tamil Nadu,PERAMBALUR,1998,Whole Year,Turmeric,15311,27572
Tamil Nadu,PERAMBALUR,1998,Whole Year,Onion,3580,9031
Tamil Nadu,PERAMBALUR,1998,Whole Year,Dry chillies,16991,24272
Tamil Nadu,PERAMBALUR,1998,Whole Year,Coriander,12340,32820
Tamil Nadu,PERAMBALUR,1998,Whole Year,Castor seed,19727,53266
Tamil Nadu,PERAMBALUR,1998,Summer,Rice,94166,266508
Tamil Nadu,PERAMBALUR,1998,Summer,Groundnut,23200,42140
Tamil Nadu,PERAMBALUR,1998,Summer,Sesamum,6896,24070
Tamil Nadu,PERAMBALUR,1998,Summer,Sunflower,9752,14435
Tamil Nadu,PERAMBALUR,1998,Summer,Black gram,4583,6383
Tamil Nadu,PERAMBALUR,1999,Kharif,Rice,102124,379816
Tamil Nadu,PERAMBALUR,1999,Kharif,Maize,17655,70512
Tamil Nadu,PERAMBALUR,1999,Kharif,Groundnut,41712,62967
Tamil Nadu,PERAMBALUR,1999,Kharif,Jowar,17508,45582
Tamil Nadu,PERAMBALUR,1999,Kharif,Bajra,2954,2146
Tamil Nadu,PERAMBALUR,1999,Kharif,Ragi,8686,7811
Tamil Nadu,PERAMBALUR,1999,Kharif,Moong(Green Gram),28311,30908
Tamil Nadu,PERAMBALUR,1999,Kharif,Urad,4481,4703
Tamil Nadu,PERAMBALUR,1999,Kharif,Cotton(lint),10365,9752
Tamil Nadu,PERAMBALUR,1999,Kharif,Sunflower,8431,30001
Tamil Nadu,PERAMBALUR,1999,Rabi,Rice,57736,211176
Tamil Nadu,PERAMBALUR,1999,Rabi,Gram,29069,28608
Tamil Nadu,PERAMBALUR,1999,Rabi,Groundnut,48396,119697
Tamil Nadu,PERAMBALUR,1999,Rabi,Maize,36416,219188
Tamil Nadu,PERAMBALUR,1999,Rabi,Bajra,16310,19552
Tamil Nadu,PERAMBALUR,1999,Rabi,Jowar,2213,4549
Tamil Nadu,PERAMBALUR,1999,Rabi,Moong(Green Gram),34470,29661
Tamil Nadu,PERAMBALUR,1999,Rabi,Urad,36287,34448
Tamil Nadu,PERAMBALUR,1999,Rabi,Cotton(lint),11119,7653
Tamil Nadu,PERAMBALUR,1999,Rabi,Ragi,3845,13017
Tamil Nadu,PERAMBALUR,1999,Whole Year,Sugarcane,7712,611785
Tamil Nadu,PERAMBALUR,1999,Whole Year,Banana,3514,116050
Tamil Nadu,PERAMBALUR,1999,Whole Year,Tapioca,7788,5985
Tamil Nadu,PERAMBALUR,1999,Whole Year,Coconut,17893,38906
Tamil Nadu,PERAMBALUR,1999,Whole Year,Cashewnut,8892,17518
Tamil Nadu,PERAMBALUR,1999,Whole Year,Turmeric,11004,40121
Tamil Nadu,PERAMBALUR,1999,Whole Year,Onion,15216,47617
Tamil Nadu,PERAMBALUR,1999,Whole Year,Dry chillies,13694,41527
Tamil Nadu,PERAMBALUR,1999,Whole Year,Coriander,11022,10986
Tamil Nadu,PERAMBALUR,1999,Whole Year,Castor seed,8260,24936
Tamil Nadu,PERAMBALUR,1999,Summer,Rice,135427,508655
Tamil Nadu,PERAMBALUR,1999,Summer,Groundnut,55815,77075
Tamil Nadu,PERAMBALUR,1999,Summer,Sesamum,10696,22775
Tamil Nadu,PERAMBALUR,1999,Summer,Sunflower,10163,33310
Tamil Nadu,PERAMBALUR,1999,Summer,Black gram,12822,19995
Tamil Nadu,PERAMBALUR,2000,Kharif,Rice,65712,204641
Tamil Nadu,PERAMBALUR,2000,Kharif,Maize,48673,148378
Tamil Nadu,PERAMBALUR,2000,Kharif,Groundnut,50802,94373
Tamil Nadu,PERAMBALUR,2000,Kharif,Jowar,12980,42960
Tamil Nadu,PERAMBALUR,2000,Kharif,Bajra,15940,39325
Tamil Nadu,PERAMBALUR,2000,Kharif,Ragi,11381,31006
Tamil Nadu,PERAMBALUR,2000,Kharif,Moong(Green Gram),26088,19684
Tamil Nadu,PERAMBALUR,2000,Kharif,Urad,7355,8527
Tamil Nadu,PERAMBALUR,2000,Kharif,Cotton(lint),10608,12467
Tamil Nadu,PERAMBALUR,2000,Kharif,Sunflower,17691,17136
Tamil Nadu,PERAMBALUR,2000,Rabi,Rice,85241,319162
Tamil Nadu,PERAMBALUR,2000,Rabi,Gram,15713,9992
Tamil Nadu,PERAMBALUR,2000,Rabi,Groundnut,7662,10350
Tamil Nadu,PERAMBALUR,2000,Rabi,Maize,22563,97628
Tamil Nadu,PERAMBALUR,2000,Rabi,Bajra,19694,57164
Tamil Nadu,PERAMBALUR,2000,Rabi,Jowar,13742,13929
Tamil Nadu,PERAMBALUR,2000,Rabi,Moong(Green Gram),13004,10431
Tamil Nadu,PERAMBALUR,2000,Rabi,Urad,4947,3919
Tamil Nadu,PERAMBALUR,2000,Rabi,Cotton(lint),16763,18929
Tamil Nadu,PERAMBALUR,2000,Rabi,Ragi,5266,10532
Tamil Nadu,PERAMBALUR,2000,Whole Year,Sugarcane,6921,652511
Tamil Nadu,PERAMBALUR,2000,Whole Year,Banana,2753,90208
Tamil Nadu,PERAMBALUR,2000,Whole Year,Tapioca,1435,3261
Tamil Nadu,PERAMBALUR,2000,Whole Year,Coconut,14140,23873
Tamil Nadu,PERAMBALUR,2000,Whole Year,Cashewnut,8043,29243
Tamil Nadu,PERAMBALUR,2000,Whole Year,Turmeric,10817,32366
Tamil Nadu,PERAMBALUR,2000,Whole Year,Onion,2636,9429
Tamil Nadu,PERAMBALUR,2000,Whole Year,Dry chillies,5349,5270
Tamil Nadu,PERAMBALUR,2000,Whole Year,Coriander,17864,29114
Tamil Nadu,PERAMBALUR,2000,Whole Year,Castor seed,12193,30177
Tamil Nadu,PERAMBALUR,2000,Summer,Rice,65816,186927
Tamil Nadu,PERAMBALUR,2000,Summer,Groundnut,42999,92936
Tamil Nadu,PERAMBALUR,2000,Summer,Sesamum,15911,37324
Tamil Nadu,PERAMBALUR,2000,Summer,Sunflower,8517,8600
Tamil Nadu,PERAMBALUR,2000,Summer,Black gram,14228,24847
Tamil Nadu,PERAMBALUR,2001,Kharif,Rice,109949,419589
Tamil Nadu,PERAMBALUR,2001,Kharif,Maize,27020,79698
Tamil Nadu,PERAMBALUR,2001,Kharif,Groundnut,23277,45583
Tamil Nadu,PERAMBALUR,2001,Kharif,Jowar,8486,11096
Tamil Nadu,PERAMBALUR,2001,Kharif,Bajra,13382,16025
Tamil Nadu,PERAMBALUR,2001,Kharif,Ragi,7101,19691
Tamil Nadu,PERAMBALUR,2001,Kharif,Moong(Green Gram),11895,7806
Tamil Nadu,PERAMBALUR,2001,Kharif,Urad,14581,12756
Tamil Nadu,PERAMBALUR,2001,Kharif,Cotton(lint),13837,13178
Tamil Nadu,PERAMBALUR,2001,Kharif,Sunflower,10780,12905
Tamil Nadu,PERAMBALUR,2001,Rabi,Rice,10476,37964
Tamil Nadu,PERAMBALUR,2001,Rabi,Gram,13618,5300
Tamil Nadu,PERAMBALUR,2001,Rabi,Groundnut,38452,74940
Tamil Nadu,PERAMBALUR,2001,Rabi,Maize,41963,185138
Tamil Nadu,PERAMBALUR,2001,Rabi,Bajra,11558,11254
Tamil Nadu,PERAMBALUR,2001,Rabi,Jowar,16915,26812
Tamil Nadu,PERAMBALUR,2001,Rabi,Moong(Green Gram),13520,15329
Tamil Nadu,PERAMBALUR,2001,Rabi,Urad,20875,15257
Tamil Nadu,PERAMBALUR,2001,Rabi,Cotton(lint),2578,4094
Tamil Nadu,PERAMBALUR,2001,Rabi,Ragi,3216,8104
Tamil Nadu,PERAMBALUR,2001,Whole Year,Sugarcane,5185,515445
Tamil Nadu,PERAMBALUR,2001,Whole Year,Banana,7779,248719
Tamil Nadu,PERAMBALUR,2001,Whole Year,Tapioca,6304,11061
Tamil Nadu,PERAMBALUR,2001,Whole Year,Coconut,13182,34054
Tamil Nadu,PERAMBALUR,2001,Whole Year,Cashewnut,18128,50788
Tamil Nadu,PERAMBALUR,2001,Whole Year,Turmeric,16574,14047
Tamil Nadu,PERAMBALUR,2001,Whole Year,Onion,7574,19614
Tamil Nadu,PERAMBALUR,2001,Whole Year,Dry chillies,8897,29413
Tamil Nadu,PERAMBALUR,2001,Whole Year,Coriander,8457,16509
Tamil Nadu,PERAMBALUR,2001,Whole Year,Castor seed,4067,10160
Tamil Nadu,PERAMBALUR,2001,Summer,Rice,80183,256841
Tamil Nadu,PERAMBALUR,2001,Summer,Groundnut,40483,94647
Tamil Nadu,PERAMBALUR,2001,Summer,Sesamum,7392,11393
Tamil Nadu,PERAMBALUR,2001,Summer,Sunflower,1657,4772
Tamil Nadu,PERAMBALUR,2001,Summer,Black gram,5586,5661
Tamil Nadu,PERAMBALUR,2002,Kharif,Rice,40857,101887
Tamil Nadu,PERAMBALUR,2002,Kharif,Maize,25903,43522
Tamil Nadu,PERAMBALUR,2002,Kharif,Groundnut,39944,48681
Tamil Nadu,PERAMBALUR,2002,Kharif,Jowar,4019,3827
Tamil Nadu,PERAMBALUR,2002,Kharif,Bajra,12813,25519
Tamil Nadu,PERAMBALUR,2002,Kharif,Ragi,11697,31275
Tamil Nadu,PERAMBALUR,2002,Kharif,Moong(Green Gram),1566,433
Tamil Nadu,PERAMBALUR,2002,Kharif,Urad,13736,7450
Tamil Nadu,PERAMBALUR,2002,Kharif,Cotton(lint),22166,17496
Tamil Nadu,PERAMBALUR,2002,Kharif,Sunflower,7160,9101
Tamil Nadu,PERAMBALUR,2002,Rabi,Rice,46137,145796
Tamil Nadu,PERAMBALUR,2002,Rabi,Gram,17860,7613
Tamil Nadu,PERAMBALUR,2002,Rabi,Groundnut,6123,13544
Tamil Nadu,PERAMBALUR,2002,Rabi,Maize,40561,87107
