District_Name,Crop_Year,Season,Temperature_Avg,Temperature_Min,Temperature_Max,Rainfall_Precipitation,Relative_Humidity,Solar_Radiation,Wind_Speed,Soil_Moisture
KARUR,2004,Kharif,29.42,23.33,35.51,254.88,68.85,21.57,14.99,22.73
KARUR,2004,Rabi,26.13,19.91,32.34,410.32,77.12,18.79,8.62,29.98
KARUR,2004,Whole Year,29.5,22.5,36.5,654.77,64.0,20.69,13.71,22.0
KARUR,2004,Summer,30.63,24.76,36.51,51.79,40.58,23.85,11.24,14.04
KARUR,2005,Kharif,28.12,22.19,34.05,287.4,64.03,20.67,10.15,20.83
KARUR,2005,Rabi,25.44,19.08,31.81,283.85,74.08,17.79,11.62,26.42
KARUR,2005,Whole Year,29.5,22.5,36.5,770.1,64.0,19.5,11.19,22.0
KARUR,2005,Summer,31.99,24.5,39.48,79.92,47.34,22.59,7.24,11.95
KARUR,2006,Kharif,28.58,23.12,34.03,303.64,62.75,19.08,14.98,27.02
KARUR,2006,Rabi,25.97,21.39,30.55,367.56,70.19,16.18,13.94,29.4
KARUR,2006,Whole Year,29.5,22.5,36.5,779.36,64.0,19.08,10.33,22.0
KARUR,2006,Summer,32.56,24.86,40.26,63.48,51.22,24.1,7.99,14.9
KARUR,2007,Kharif,28.72,22.89,34.56,360.23,72.56,20.52,15.49,21.51
KARUR,2007,Rabi,26.36,21.08,31.65,446.74,74.97,16.84,11.98,29.15
KARUR,2007,Whole Year,29.5,22.5,36.5,802.75,64.0,20.11,13.68,22.0
KARUR,2007,Summer,32.34,25.97,38.7,80.01,43.56,25.17,7.78,12.64
KARUR,2008,Kharif,27.96,22.07,33.85,258.14,64.83,19.8,15.02,20.76
KARUR,2008,Rabi,25.84,20.48,31.2,397.83,71.42,17.21,12.44,28.1
KARUR,2008,Whole Year,29.5,22.5,36.5,816.27,64.0,21.87,13.27,22.0
KARUR,2008,Summer,30.11,24.12,36.11,60.75,49.98,25.64,11.1,9.12
KARUR,2009,Kharif,29.61,22.81,36.4,303.11,65.38,18.38,15.84,19.36
KARUR,2009,Rabi,26.48,20.21,32.75,343.31,76.7,18.2,8.06,30.05
KARUR,2009,Whole Year,29.5,22.5,36.5,630.37,64.0,19.85,13.35,22.0
KARUR,2009,Summer,31.43,24.63,38.23,23.35,48.21,26.35,7.52,14.38
KARUR,2010,Kharif,29.48,23.35,35.62,403.95,68.88,18.27,11.19,29.6
KARUR,2010,Rabi,25.97,19.15,32.78,350.18,82.75,15.94,13.46,35.84
KARUR,2010,Whole Year,29.5,22.5,36.5,1108.7,69.0,20.33,12.66,27.5
KARUR,2010,Summer,31.75,24.53,38.98,110.03,55.35,26.44,11.06,16.08
KARUR,2011,Kharif,28.94,23.85,34.04,451.07,74.92,22.81,13.17,33.21
KARUR,2011,Rabi,26.16,19.41,32.9,400.18,78.95,15.32,11.55,35.56
KARUR,2011,Whole Year,29.5,22.5,36.5,837.91,69.0,19.51,12.2,27.5
KARUR,2011,Summer,31.89,25.21,38.56,64.8,51.33,22.88,9.89,11.57
KARUR,2012,Kharif,29.81,23.77,35.85,327.99,62.99,18.92,10.43,22.39
KARUR,2012,Rabi,26.59,20.47,32.7,242.52,73.06,16.68,13.32,23.73
KARUR,2012,Whole Year,29.5,22.5,36.5,595.06,64.0,20.14,12.06,22.0
KARUR,2012,Summer,30.95,24.28,37.61,34.65,49.11,22.53,11.89,12.37
KARUR,2013,Kharif,28.95,23.46,34.45,351.24,69.11,20.77,15.8,25.35
KARUR,2013,Rabi,25.95,21.42,30.48,475.78,70.86,16.86,13.9,25.67
KARUR,2013,Whole Year,29.5,22.5,36.5,724.28,64.0,21.4,10.7,22.0
KARUR,2013,Summer,31.57,25.14,37.99,37.14,46.92,25.36,11.34,11.9
KRISHNAGIRI,1997,Kharif,31.0,24.36,37.65,331.77,76.63,21.74,10.4,23.03
KRISHNAGIRI,1997,Rabi,27.44,21.28,33.6,492.74,82.43,17.94,10.97,30.61
KRISHNAGIRI,1997,Whole Year,30.5,23.5,37.5,762.23,70.0,21.78,12.37,25.0
KRISHNAGIRI,1997,Summer,32.58,26.69,38.46,22.49,56.04,23.42,10.42,13.57
KRISHNAGIRI,1998,Kharif,28.83,23.31,34.35,413.71,78.12,20.11,12.31,25.71
KRISHNAGIRI,1998,Rabi,27.2,20.63,33.76,329.39,80.29,17.56,8.1,26.81
KRISHNAGIRI,1998,Whole Year,30.5,23.5,37.5,759.02,70.0,19.87,10.03,25.0
KRISHNAGIRI,1998,Summer,33.48,26.03,40.93,96.46,55.44,22.23,7.02,16.33
KRISHNAGIRI,1999,Kharif,28.82,23.24,34.4,259.85,77.0,21.2,14.45,26.58
KRISHNAGIRI,1999,Rabi,26.28,20.68,31.88,429.4,75.78,17.26,13.76,27.84
KRISHNAGIRI,1999,Whole Year,30.5,23.5,37.5,1077.96,70.0,21.19,10.17,25.0
KRISHNAGIRI,1999,Summer,32.44,25.67,39.2,32.88,58.61,22.08,10.99,16.64
KRISHNAGIRI,2000,Kharif,30.06,24.03,36.08,410.3,75.51,19.62,11.27,25.55
KRISHNAGIRI,2000,Rabi,27.16,20.91,33.41,336.68,80.88,15.22,12.95,31.67
KRISHNAGIRI,2000,Whole Year,30.5,23.5,37.5,992.36,70.0,21.29,11.48,25.0
KRISHNAGIRI,2000,Summer,34.06,26.4,41.71,90.74,57.98,26.06,8.11,12.3
KRISHNAGIRI,2001,Kharif,31.22,24.57,37.86,323.72,79.57,21.19,11.41,26.79
KRISHNAGIRI,2001,Rabi,26.52,20.35,32.69,350.11,77.87,15.9,8.76,28.27
KRISHNAGIRI,2001,Whole Year,30.5,23.5,37.5,979.27,70.0,20.15,11.22,25.0
KRISHNAGIRI,2001,Summer,34.66,26.36,42.97,73.85,47.49,23.99,7.84,16.35
KRISHNAGIRI,2002,Kharif,30.3,23.47,37.12,234.9,58.4,18.13,16.53,19.94
KRISHNAGIRI,2002,Rabi,28.28,21.97,34.59,318.51,74.46,16.92,11.68,20.52
KRISHNAGIRI,2002,Whole Year,31.4,23.5,39.3,464.4,62.0,20.94,11.55,16.25
KRISHNAGIRI,2002,Summer,33.31,26.24,40.37,47.05,49.5,25.65,7.86,10.26
KRISHNAGIRI,2003,Kharif,31.46,23.37,39.56,215.94,57.96,21.39,12.26,14.42
KRISHNAGIRI,2003,Rabi,26.83,20.43,33.22,279.39,74.89,15.8,13.38,18.41
KRISHNAGIRI,2003,Whole Year,31.4,23.5,39.3,529.13,62.0,19.39,12.22,16.25
KRISHNAGIRI,2003,Summer,35.33,26.01,44.64,50.25,40.62,22.9,10.56,9.22
KRISHNAGIRI,2004,Kharif,30.66,24.19,37.13,473.66,66.42,21.94,17.36,24.4
KRISHNAGIRI,2004,Rabi,27.65,21.91,33.38,603.91,84.39,15.22,13.23,30.86
KRISHNAGIRI,2004,Whole Year,30.5,23.5,37.5,890.97,70.0,21.54,13.0,25.0
KRISHNAGIRI,2004,Summer,32.72,25.98,39.46,63.81,55.22,25.06,11.46,11.88
KRISHNAGIRI,2005,Kharif,29.4,23.35,35.44,286.71,65.61,20.4,14.55,21.31
KRISHNAGIRI,2005,Rabi,26.8,21.04,32.56,617.44,76.05,17.82,9.3,27.06
KRISHNAGIRI,2005,Whole Year,30.5,23.5,37.5,742.89,70.0,19.02,9.93,25.0
KRISHNAGIRI,2005,Summer,31.83,26.65,37.0,85.42,52.44,23.78,7.52,12.5
KRISHNAGIRI,2006,Kharif,31.03,24.06,37.99,370.34,65.29,19.04,12.84,25.81
KRISHNAGIRI,2006,Rabi,26.87,20.98,32.77,466.54,83.38,15.78,8.47,33.38
KRISHNAGIRI,2006,Whole Year,30.5,23.5,37.5,906.08,70.0,20.66,13.19,25.0
KRISHNAGIRI,2006,Summer,32.71,25.11,40.31,93.82,51.83,22.15,11.78,16.13
KRISHNAGIRI,2007,Kharif,29.63,23.49,35.77,465.71,72.35,21.6,10.8,23.44
KRISHNAGIRI,2007,Rabi,27.24,21.73,32.74,558.13,77.41,18.1,13.34,33.18
KRISHNAGIRI,2007,Whole Year,30.5,23.5,37.5,965.05,70.0,21.43,13.39,25.0
KRISHNAGIRI,2007,Summer,33.88,25.89,41.86,59.27,52.16,22.24,11.42,11.05
KRISHNAGIRI,2008,Kharif,29.86,24.45,35.27,283.19,78.83,22.85,16.92,24.71
KRISHNAGIRI,2008,Rabi,27.19,22.83,31.55,547.79,77.86,18.57,13.01,27.37
KRISHNAGIRI,2008,Whole Year,30.5,23.5,37.5,991.19,70.0,20.33,10.07,25.0
KRISHNAGIRI,2008,Summer,33.92,25.82,42.02,103.93,59.12,23.88,10.02,12.53
KRISHNAGIRI,2009,Kharif,30.73,24.36,37.09,430.38,75.93,22.49,13.96,29.13
KRISHNAGIRI,2009,Rabi,28.46,22.97,33.96,593.27,83.41,17.35,11.26,26.5
KRISHNAGIRI,2009,Whole Year,30.5,23.5,37.5,755.86,70.0,19.77,9.75,25.0
KRISHNAGIRI,2009,Summer,32.44,25.88,39.0,56.34,59.6,24.47,10.28,12.51
KRISHNAGIRI,2010,Kharif,30.78,24.74,36.81,371.9,82.25,20.73,11.9,37.8
KRISHNAGIRI,2010,Rabi,27.69,22.57,32.8,650.01,80.37,17.44,12.17,42.63
KRISHNAGIRI,2010,Whole Year,30.5,23.5,37.5,1295.95,75.0,20.45,13.27,31.25
KRISHNAGIRI,2010,Summer,34.21,26.29,42.13,125.61,55.95,23.55,9.96,20.99
KRISHNAGIRI,2011,Kharif,30.54,23.73,37.36,433.8,74.38,19.28,13.93,31.96
KRISHNAGIRI,2011,Rabi,25.89,20.44,31.34,624.5,84.03,18.75,12.73,36.67
KRISHNAGIRI,2011,Whole Year,30.5,23.5,37.5,1263.27,75.0,21.24,9.36,31.25
KRISHNAGIRI,2011,Summer,31.74,25.65,37.84,50.4,58.08,26.41,11.76,20.96
KRISHNAGIRI,2012,Kharif,31.17,24.93,37.41,428.98,72.48,19.63,16.04,22.32
KRISHNAGIRI,2012,Rabi,27.03,21.05,33.02,480.28,83.78,16.32,10.87,32.59
KRISHNAGIRI,2012,Whole Year,30.5,23.5,37.5,999.74,70.0,20.69,10.36,25.0
KRISHNAGIRI,2012,Summer,33.93,26.41,41.45,22.59,50.21,23.12,10.36,11.4
KRISHNAGIRI,2013,Kharif,30.63,24.25,37.02,424.35,68.15,19.88,14.02,27.12
KRISHNAGIRI,2013,Rabi,25.92,20.77,31.07,344.77,76.58,15.76,8.18,34.2
KRISHNAGIRI,2013,Whole Year,30.5,23.5,37.5,795.69,70.0,19.22,11.36,25.0
KRISHNAGIRI,2013,Summer,33.95,25.12,42.79,81.82,57.32,22.02,8.68,10.94
MADURAI,1997,Kharif,30.68,23.49,37.88,276.09,70.95,22.51,15.83,29.95
MADURAI,1997,Rabi,26.23,20.23,32.24,523.54,82.09,17.52,9.95,33.32
MADURAI,1997,Whole Year,30.5,23.5,37.5,1018.95,70.0,20.34,11.1,25.0
MADURAI,1997,Summer,34.52,26.98,42.06,47.16,52.94,23.85,10.39,12.93
MADURAI,1998,Kharif,31.06,24.64,37.47,298.13,65.43,18.98,13.64,25.48
MADURAI,1998,Rabi,26.1,20.61,31.58,548.88,75.96,16.89,13.19,29.13
MADURAI,1998,Whole Year,30.5,23.5,37.5,1090.49,70.0,20.89,12.78,25.0
MADURAI,1998,Summer,32.78,25.98,39.58,29.56,58.2,24.57,10.07,17.39
MADURAI,1999,Kharif,30.33,23.28,37.38,320.88,71.18,18.51,14.65,21.95
MADURAI,1999,Rabi,27.18,21.66,32.7,379.66,82.75,17.7,8.89,34.84
MADURAI,1999,Whole Year,30.5,23.5,37.5,935.47,70.0,19.08,10.75,25.0
MADURAI,1999,Summer,33.73,25.04,42.41,35.43,47.17,24.78,7.11,15.68
MADURAI,2000,Kharif,29.88,24.17,35.58,342.12,73.95,21.57,15.18,23.67
MADURAI,2000,Rabi,26.14,20.88,31.41,609.38,79.74,15.37,11.46,30.77
MADURAI,2000,Whole Year,30.5,23.5,37.5,750.28,70.0,19.03,13.98,25.0
MADURAI,2000,Summer,32.35,26.22,38.47,70.46,59.87,22.06,7.56,16.02
MADURAI,2001,Kharif,30.26,24.5,36.01,306.98,73.17,20.54,13.21,25.58
MADURAI,2001,Rabi,27.28,21.04,33.53,407.86,80.32,18.42,9.01,34.8
MADURAI,2001,Whole Year,30.5,23.5,37.5,1012.23,70.0,20.1,10.88,25.0
MADURAI,2001,Summer,32.6,26.59,38.61,73.93,59.94,22.1,11.93,11.77
MADURAI,2002,Kharif,30.8,23.34,38.25,213.64,67.98,18.25,16.05,19.38
MADURAI,2002,Rabi,27.93,22.16,33.7,204.58,75.56,18.23,10.55,18.71
MADURAI,2002,Whole Year,31.4,23.5,39.3,536.0,62.0,20.26,11.15,16.25
MADURAI,2002,Summer,32.79,26.71,38.88,53.65,46.84,24.21,8.54,8.36
MADURAI,2003,Kharif,31.07,24.85,37.28,215.91,69.49,19.61,10.71,18.75
MADURAI,2003,Rabi,28.71,21.87,35.55,363.35,75.72,15.91,9.52,21.41
MADURAI,2003,Whole Year,31.4,23.5,39.3,540.1,62.0,19.89,10.47,16.25
MADURAI,2003,Summer,35.01,25.85,44.17,46.05,42.7,25.36,10.8,10.93
MADURAI,2004,Kharif,31.31,24.68,37.94,330.21,69.22,20.55,12.11,23.58
MADURAI,2004,Rabi,25.71,20.1,31.31,615.13,81.22,18.83,13.38,31.48
MADURAI,2004,Whole Year,30.5,23.5,37.5,953.06,70.0,21.98,11.58,25.0
MADURAI,2004,Summer,34.8,26.64,42.96,50.65,58.69,25.23,9.23,12.91
MADURAI,2005,Kharif,28.97,23.74,34.21,411.77,72.55,20.45,17.2,29.56
MADURAI,2005,Rabi,27.07,21.41,32.74,558.57,79.11,17.68,11.24,30.0
MADURAI,2005,Whole Year,30.5,23.5,37.5,1098.38,70.0,19.05,11.07,25.0
MADURAI,2005,Summer,33.85,25.14,42.57,88.12,51.12,25.11,8.26,13.66
MADURAI,2006,Kharif,29.09,23.93,34.25,448.86,71.85,22.49,13.12,25.34
MADURAI,2006,Rabi,27.6,22.27,32.93,478.67,84.13,16.72,11.89,32.08
MADURAI,2006,Whole Year,30.5,23.5,37.5,853.71,70.0,21.64,10.9,25.0
MADURAI,2006,Summer,33.21,25.73,40.7,59.3,57.25,24.67,8.88,12.84
MADURAI,2007,Kharif,30.36,24.01,36.71,418.7,71.41,18.6,16.33,27.94
MADURAI,2007,Rabi,26.27,20.6,31.95,590.15,77.63,16.16,11.22,34.97
MADURAI,2007,Whole Year,30.5,23.5,37.5,810.39,70.0,21.52,9.01,25.0
MADURAI,2007,Summer,32.8,26.52,39.08,79.37,58.29,22.58,7.73,14.97
MADURAI,2008,Kharif,30.18,24.77,35.59,292.19,70.73,21.57,12.22,27.43
MADURAI,2008,Rabi,27.73,22.25,33.21,549.33,78.1,15.1,8.77,29.91
MADURAI,2008,Whole Year,30.5,23.5,37.5,876.6,70.0,20.04,11.9,25.0
MADURAI,2008,Summer,33.21,26.68,39.74,40.04,45.28,22.22,7.08,14.23
MADURAI,2009,Kharif,31.06,24.87,37.24,438.57,71.48,22.19,15.92,22.6
MADURAI,2009,Rabi,27.02,20.42,33.62,408.88,82.75,18.59,12.47,25.94
MADURAI,2009,Whole Year,30.5,23.5,37.5,770.83,70.0,21.95,11.71,25.0
MADURAI,2009,Summer,34.09,25.71,42.47,22.74,53.6,24.55,7.01,14.68
MADURAI,2010,Kharif,28.76,23.3,34.22,565.72,84.66,22.6,14.3,37.32
MADURAI,2010,Rabi,27.07,20.69,33.45,561.81,84.76,15.96,8.31,38.72
MADURAI,2010,Whole Year,30.5,23.5,37.5,1104.9,75.0,20.51,13.81,31.25
MADURAI,2010,Summer,34.56,26.87,42.24,38.67,55.2,23.54,7.5,19.6
MADURAI,2011,Kharif,30.08,23.6,36.56,611.84,70.36,20.17,14.5,31.03
MADURAI,2011,Rabi,27.34,20.99,33.7,681.94,85.69,17.95,8.66,39.12
MADURAI,2011,Whole Year,30.5,23.5,37.5,1151.63,75.0,19.96,11.54,31.25
MADURAI,2011,Summer,32.43,25.39,39.48,109.36,56.17,26.12,9.22,20.19
MADURAI,2012,Kharif,29.59,23.32,35.86,365.48,70.0,20.48,11.99,29.83
MADURAI,2012,Rabi,27.01,22.25,31.77,585.99,80.32,15.42,10.07,32.05
MADURAI,2012,Whole Year,30.5,23.5,37.5,885.34,70.0,20.27,11.49,25.0
MADURAI,2012,Summer,33.05,26.55,39.54,41.1,54.74,24.4,10.47,14.75
MADURAI,2013,Kharif,30.12,23.85,36.38,370.41,74.22,19.88,17.2,27.16
MADURAI,2013,Rabi,26.2,20.19,32.21,431.07,84.65,17.92,11.11,32.19
MADURAI,2013,Whole Year,30.5,23.5,37.5,881.99,70.0,21.28,10.05,25.0
MADURAI,2013,Summer,32.43,25.1,39.77,30.29,47.32,26.02,10.65,14.72
NAGAPATTINAM,1997,Kharif,30.32,23.64,36.99,493.44,77.07,21.64,17.99,28.08
NAGAPATTINAM,1997,Rabi,26.64,21.34,31.95,576.86,83.23,18.47,10.16,32.99
NAGAPATTINAM,1997,Whole Year,31.0,24.0,38.0,1251.73,75.0,19.65,11.82,28.0
NAGAPATTINAM,1997,Summer,32.58,25.77,39.39,26.74,51.55,24.79,8.15,13.52
NAGAPATTINAM,1998,Kharif,30.48,23.9,37.07,478.62,78.66,21.95,16.57,28.13
NAGAPATTINAM,1998,Rabi,26.91,20.8,33.02,409.31,82.18,17.94,10.26,30.94
NAGAPATTINAM,1998,Whole Year,31.0,24.0,38.0,1094.0,75.0,21.35,9.55,28.0
NAGAPATTINAM,1998,Summer,34.37,26.6,42.13,116.29,64.8,24.95,9.99,15.55
NAGAPATTINAM,1999,Kharif,31.32,25.18,37.47,392.98,73.52,22.25,12.46,26.02
NAGAPATTINAM,1999,Rabi,27.3,22.56,32.04,627.02,81.82,17.87,8.98,30.53
NAGAPATTINAM,1999,Whole Year,31.0,24.0,38.0,983.86,75.0,21.85,13.57,28.0
NAGAPATTINAM,1999,Summer,33.42,27.33,39.51,60.11,61.83,23.96,10.74,12.03
NAGAPATTINAM,2000,Kharif,29.85,24.16,35.54,455.89,80.23,21.64,16.89,33.88
NAGAPATTINAM,2000,Rabi,27.08,21.22,32.94,368.39,89.37,17.41,11.21,30.68
NAGAPATTINAM,2000,Whole Year,31.0,24.0,38.0,1127.38,75.0,21.98,10.65,28.0
NAGAPATTINAM,2000,Summer,32.57,25.9,39.25,74.36,61.8,24.31,9.3,11.53
NAGAPATTINAM,2001,Kharif,29.74,24.74,34.75,407.56,84.7,19.46,14.13,25.26
NAGAPATTINAM,2001,Rabi,27.8,23.04,32.57,525.58,87.01,16.83,8.15,31.03
NAGAPATTINAM,2001,Whole Year,31.0,24.0,38.0,850.4,75.0,21.75,9.15,28.0
NAGAPATTINAM,2001,Summer,33.35,27.4,39.29,88.94,59.63,22.28,11.18,17.08
NAGAPATTINAM,2002,Kharif,31.86,24.71,39.01,217.92,69.92,22.4,10.86,21.64
NAGAPATTINAM,2002,Rabi,28.64,21.13,36.15,320.44,74.75,16.41,11.84,19.22
NAGAPATTINAM,2002,Whole Year,31.9,24.0,39.8,592.62,67.0,21.18,11.87,18.2
NAGAPATTINAM,2002,Summer,34.83,27.37,42.28,46.82,46.49,22.05,9.14,12.12
NAGAPATTINAM,2003,Kharif,32.22,25.45,38.99,210.15,67.81,22.42,12.9,19.44
NAGAPATTINAM,2003,Rabi,28.75,23.23,34.27,241.66,77.62,16.84,9.59,25.48
NAGAPATTINAM,2003,Whole Year,31.9,24.0,39.8,542.63,67.0,21.48,9.18,18.2
NAGAPATTINAM,2003,Summer,33.98,25.81,42.16,65.21,45.79,24.58,8.86,10.91
NAGAPATTINAM,2004,Kharif,30.17,23.83,36.51,398.55,72.14,22.48,12.14,25.18
NAGAPATTINAM,2004,Rabi,28.53,23.3,33.75,590.94,81.2,17.12,8.92,32.3
NAGAPATTINAM,2004,Whole Year,31.0,24.0,38.0,1168.8,75.0,19.68,9.14,28.0
NAGAPATTINAM,2004,Summer,33.51,27.11,39.9,49.56,54.17,25.55,8.2,13.46
NAGAPATTINAM,2005,Kharif,30.94,24.38,37.51,535.76,74.51,22.56,11.45,24.26
NAGAPATTINAM,2005,Rabi,27.03,21.12,32.94,379.91,80.71,15.05,9.84,36.24
NAGAPATTINAM,2005,Whole Year,31.0,24.0,38.0,1119.43,75.0,22.0,11.97,28.0
NAGAPATTINAM,2005,Summer,35.33,27.28,43.37,95.05,59.39,23.11,8.11,19.23
NAGAPATTINAM,2006,Kharif,30.55,24.66,36.45,504.87,84.46,18.02,17.92,24.65
NAGAPATTINAM,2006,Rabi,27.67,20.99,34.35,550.76,85.52,17.68,10.12,29.86
NAGAPATTINAM,2006,Whole Year,31.0,24.0,38.0,867.89,75.0,21.64,11.74,28.0
NAGAPATTINAM,2006,Summer,32.8,26.11,39.49,106.55,59.75,22.13,8.68,18.34
NAGAPATTINAM,2007,Kharif,30.99,23.75,38.24,419.87,84.35,20.5,11.23,29.42
NAGAPATTINAM,2007,Rabi,27.38,20.89,33.86,505.93,82.13,17.32,13.59,29.99
NAGAPATTINAM,2007,Whole Year,31.0,24.0,38.0,1187.36,75.0,19.44,13.6,28.0
NAGAPATTINAM,2007,Summer,32.13,26.11,38.16,45.6,51.1,24.28,9.27,11.69
NAGAPATTINAM,2008,Kharif,31.3,25.33,37.27,489.79,83.01,20.51,12.63,30.81
NAGAPATTINAM,2008,Rabi,26.62,21.64,31.6,684.01,86.43,15.03,13.76,38.67
NAGAPATTINAM,2008,Whole Year,31.0,24.0,38.0,1237.29,75.0,21.67,9.92,28.0
NAGAPATTINAM,2008,Summer,33.81,25.55,42.07,89.79,50.86,23.71,11.66,16.29
NAGAPATTINAM,2009,Kharif,30.71,24.34,37.08,484.05,76.67,22.9,10.71,34.03
NAGAPATTINAM,2009,Rabi,27.88,21.53,34.23,482.9,88.29,17.46,12.99,31.64
NAGAPATTINAM,2009,Whole Year,31.0,24.0,38.0,1225.27,75.0,21.77,11.37,28.0
NAGAPATTINAM,2009,Summer,33.83,26.7,40.95,45.38,57.56,26.04,8.83,17.38
NAGAPATTINAM,2010,Kharif,29.9,24.25,35.55,556.41,87.79,20.77,15.57,40.61
NAGAPATTINAM,2010,Rabi,27.5,23.35,31.65,511.37,86.63,18.25,10.61,37.59
NAGAPATTINAM,2010,Whole Year,31.0,24.0,38.0,1382.36,80.0,21.29,9.7,35.0
NAGAPATTINAM,2010,Summer,32.74,26.81,38.67,117.46,67.95,25.51,8.04,14.62
NAGAPATTINAM,2011,Kharif,29.76,23.68,35.83,546.9,76.51,20.4,11.78,41.52
NAGAPATTINAM,2011,Rabi,27.42,21.36,33.49,816.96,87.94,16.81,8.52,35.95
NAGAPATTINAM,2011,Whole Year,31.0,24.0,38.0,1271.68,80.0,21.47,11.99,35.0
NAGAPATTINAM,2011,Summer,34.98,26.65,43.3,90.7,62.97,26.47,7.66,16.68
NAGAPATTINAM,2012,Kharif,30.69,24.59,36.79,331.32,74.93,19.1,16.8,33.15
NAGAPATTINAM,2012,Rabi,27.79,22.78,32.8,582.7,80.48,18.53,11.07,30.54
NAGAPATTINAM,2012,Whole Year,31.0,24.0,38.0,1006.64,75.0,21.71,9.12,28.0
NAGAPATTINAM,2012,Summer,32.94,27.21,38.66,31.26,61.62,25.68,9.64,16.29
NAGAPATTINAM,2013,Kharif,30.4,25.19,35.61,525.21,73.16,22.53,15.31,29.43
NAGAPATTINAM,2013,Rabi,28.25,22.98,33.52,665.52,81.6,15.02,12.44,34.73
NAGAPATTINAM,2013,Whole Year,31.0,24.0,38.0,1051.3,75.0,20.37,11.49,28.0
NAGAPATTINAM,2013,Summer,32.37,26.75,37.99,103.39,57.98,25.71,11.91,12.64
NAMAKKAL,1997,Kharif,30.66,23.41,37.91,417.56,68.69,22.48,16.35,25.74
NAMAKKAL,1997,Rabi,27.22,21.28,33.17,347.61,84.27,18.95,9.98,32.15
NAMAKKAL,1997,Whole Year,30.5,23.5,37.5,891.04,70.0,19.08,13.79,25.0
NAMAKKAL,1997,Summer,32.08,26.72,37.45,96.02,59.49,25.1,11.65,13.05
NAMAKKAL,1998,Kharif,29.87,24.86,34.87,466.99,71.98,20.71,11.25,30.43
NAMAKKAL,1998,Rabi,27.02,21.45,32.59,487.19,82.67,15.81,13.65,26.75
NAMAKKAL,1998,Whole Year,30.5,23.5,37.5,808.65,70.0,19.04,9.1,25.0
NAMAKKAL,1998,Summer,32.12,26.14,38.1,40.8,45.18,26.18,8.61,12.57
NAMAKKAL,1999,Kharif,30.97,24.42,37.53,279.3,73.76,18.93,16.07,27.56
NAMAKKAL,1999,Rabi,26.57,21.84,31.29,546.34,75.77,16.09,9.52,30.79
NAMAKKAL,1999,Whole Year,30.5,23.5,37.5,925.05,70.0,19.84,11.15,25.0
NAMAKKAL,1999,Summer,33.28,26.13,40.44,101.41,57.87,24.51,7.09,15.24
NAMAKKAL,2000,Kharif,30.25,23.72,36.78,362.47,67.8,20.24,10.19,25.06
NAMAKKAL,2000,Rabi,26.25,20.48,32.02,492.04,77.61,15.54,11.13,25.36
NAMAKKAL,2000,Whole Year,30.5,23.5,37.5,1068.85,70.0,21.33,13.99,25.0
NAMAKKAL,2000,Summer,33.19,25.01,41.37,90.68,52.08,22.98,11.04,12.02
NAMAKKAL,2001,Kharif,30.31,23.7,36.92,382.2,74.94,19.46,16.08,30.69
NAMAKKAL,2001,Rabi,26.46,21.55,31.36,500.69,78.41,16.68,8.91,31.26
NAMAKKAL,2001,Whole Year,30.5,23.5,37.5,1025.71,70.0,21.3,13.97,25.0
NAMAKKAL,2001,Summer,34.53,26.58,42.48,86.78,49.39,25.08,9.69,12.84
NAMAKKAL,2002,Kharif,29.76,23.11,36.4,177.87,57.25,21.7,17.15,15.02
NAMAKKAL,2002,Rabi,28.21,22.9,33.53,349.37,67.16,15.4,8.15,22.38
NAMAKKAL,2002,Whole Year,31.4,23.5,39.3,471.52,62.0,21.7,11.37,16.25
NAMAKKAL,2002,Summer,33.78,26.21,41.36,35.43,46.87,25.65,9.54,11.33
NAMAKKAL,2003,Kharif,31.52,23.96,39.07,253.27,63.02,21.94,11.24,15.13
NAMAKKAL,2003,Rabi,28.04,21.14,34.93,304.88,72.09,15.55,10.24,20.18
NAMAKKAL,2003,Whole Year,31.4,23.5,39.3,491.52,62.0,20.91,10.17,16.25
NAMAKKAL,2003,Summer,33.78,26.8,40.75,27.7,39.84,24.18,7.32,10.48
NAMAKKAL,2004,Kharif,30.37,24.46,36.27,377.17,79.57,19.27,11.16,23.83
NAMAKKAL,2004,Rabi,26.46,21.27,31.65,414.37,81.58,15.47,13.67,30.32
NAMAKKAL,2004,Whole Year,30.5,23.5,37.5,913.96,70.0,20.09,10.23,25.0
NAMAKKAL,2004,Summer,32.98,26.03,39.92,27.04,47.29,25.69,9.24,12.53
NAMAKKAL,2005,Kharif,29.44,24.0,34.89,257.79,70.31,18.09,10.33,21.54
NAMAKKAL,2005,Rabi,25.9,20.36,31.43,387.74,79.9,17.12,8.73,34.1
NAMAKKAL,2005,Whole Year,30.5,23.5,37.5,821.04,70.0,21.83,10.28,25.0
NAMAKKAL,2005,Summer,34.91,26.99,42.83,64.8,46.82,25.3,7.9,16.34
NAMAKKAL,2006,Kharif,30.46,24.9,36.03,313.71,70.42,21.79,15.47,25.65
NAMAKKAL,2006,Rabi,26.99,22.86,31.12,526.19,84.49,18.39,8.73,26.21
NAMAKKAL,2006,Whole Year,30.5,23.5,37.5,960.67,70.0,20.97,12.08,25.0
NAMAKKAL,2006,Summer,31.81,25.23,38.39,37.3,46.29,25.25,10.56,12.52
NAMAKKAL,2007,Kharif,30.33,23.74,36.91,390.14,76.04,20.95,17.86,26.17
